"avg_price_per_room";"lead_time";"stays_in_weekend_nights";"stays_in_week_nights";"adults";"children";"babies";"meal";"country";"market_segment";"distribution_channel";"is_repeated_guest";"previous_cancellations";"previous_bookings_not_canceled";"reserved_room_type";"assigned_room_type";"booking_changes";"agent";"company";"days_in_waiting_list";"customer_type";"required_car_parking_spaces";"total_of_special_requests";"arrival_date";"arrival_date_num";"near_christmas";"near_new_years";"historical_adr"
66;52;0;4;1;0;0;"bed_and_breakfast";"irl";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;2;2016-10-25;2016.81420765027;0;0;53.2302000493321
183;37;0;4;3;1;0;"breakfast_and_one_other_meal";"gbr";"online_travel_agent";"ta_to";0;0;0;"h";"h";1;"devin_rivera_borrego";"not_applicable";0;"transient";0;1;2016-10-25;2016.81420765027;0;0;53.2302000493321
49;63;0;4;1;0;0;"bed_and_breakfast";"irl";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
48;47;0;4;2;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"isaac_matsuyama";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
47.5;56;0;4;2;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"isaac_matsuyama";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
46;82;0;4;2;0;0;"bed_and_breakfast";"cn";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"isaac_matsuyama";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
178;37;0;5;2;2;0;"breakfast_and_one_other_meal";"fra";"online_travel_agent";"ta_to";0;0;0;"g";"g";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
70.2;92;0;5;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"e";"e";0;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
138.33;23;1;5;2;1;0;"breakfast_and_one_other_meal";"ltu";"online_travel_agent";"ta_to";0;0;0;"d";"d";5;"devin_rivera_borrego";"not_applicable";0;"transient";1;3;2016-10-25;2016.81420765027;0;0;53.2302000493321
44;62;1;5;2;0;0;"bed_and_breakfast";"gbr";"offline_travel_agent";"ta_to";0;0;0;"a";"c";0;"cynthia_worsley";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
70.45;121;2;6;1;0;0;"bed_and_breakfast";"est";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;2;2016-10-25;2016.81420765027;0;0;53.2302000493321
70.45;121;2;6;2;0;0;"bed_and_breakfast";"est";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;1;2016-10-25;2016.81420765027;0;0;53.2302000493321
34;57;4;10;2;0;0;"bed_and_breakfast";"fra";"offline_travel_agent";"ta_to";0;0;0;"d";"d";0;"karli_vasquez";"not_applicable";0;"transient";0;0;2016-10-25;2016.81420765027;0;0;53.2302000493321
63;7;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";0;"not_applicable";"battle_llc";0;"transient_party";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
50;0;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;4;"c";"e";0;"not_applicable";"rotibi_inc";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
72;2;0;1;1;0;0;"bed_and_breakfast";"prt";"online_travel_agent";"ta_to";0;0;2;"e";"e";0;"lia_nauth";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
42;0;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";1;1;20;"a";"f";0;"arhab_al_islam";"not_applicable";0;"group";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
56;0;0;1;1;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"direct";1;0;2;"a";"e";0;"not_applicable";"not_applicable";0;"transient";1;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
50;0;0;1;1;0;0;"bed_and_breakfast";"prt";"direct";"direct";1;0;2;"a";"e";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
126.74;35;1;4;2;0;0;"no_meal_package";"prt";"direct";"direct";1;0;1;"e";"e";0;"not_applicable";"not_applicable";0;"transient";1;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
66;2;0;1;1;0;0;"bed_and_breakfast";"esp";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
54.9;8;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";0;"not_applicable";"rand_inc";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
54.9;8;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";0;"not_applicable";"rand_inc";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
46;6;0;1;2;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"orlando_abeyta";"not_applicable";0;"transient";0;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
46;6;0;1;2;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"orlando_abeyta";"not_applicable";0;"transient";0;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
66;5;0;1;1;0;0;"bed_and_breakfast";"prt";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
54;19;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";0;"not_applicable";"battle_llc";0;"transient_party";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
81.5;49;0;1;2;0;0;"bed_and_breakfast";"esp";"online_travel_agent";"ta_to";0;0;0;"d";"e";1;"devin_rivera_borrego";"not_applicable";0;"transient_party";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
81.5;4;0;1;2;0;0;"bed_and_breakfast";"esp";"online_travel_agent";"ta_to";0;0;0;"d";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient_party";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
63;0;0;1;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"d";0;"not_applicable";"not_applicable";0;"transient";1;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
50.18;0;0;2;2;0;0;"bed_and_breakfast";"usa";"online_travel_agent";"ta_to";0;0;0;"a";"c";0;"faalih_al_taheri";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
96;1;0;2;1;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"richard_hubbard";"not_applicable";0;"transient";1;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
41.4;20;0;2;2;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"justin_hammontree";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
136;32;0;2;2;2;0;"bed_and_breakfast";"ind";"online_travel_agent";"ta_to";0;0;0;"g";"g";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
73.5;5;0;2;2;0;0;"bed_and_breakfast";"esp";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
111;10;0;3;2;0;0;"breakfast_and_one_other_meal";"esp";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
70;8;0;3;2;0;0;"bed_and_breakfast";"esp";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
46;28;0;3;2;0;0;"bed_and_breakfast";"esp";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"michael_mcdole";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
72;29;0;3;2;0;0;"breakfast_and_one_other_meal";"aut";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"orlando_abeyta";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
75;10;0;3;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient_party";0;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
75;10;0;3;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient_party";0;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
70;37;0;3;2;0;0;"bed_and_breakfast";"gbr";"direct";"direct";0;0;0;"d";"e";0;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
92.5;8;0;3;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"e";"i";1;"not_applicable";"not_applicable";0;"transient";1;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
69.68;20;0;4;2;0;0;"bed_and_breakfast";"cn";"online_travel_agent";"ta_to";0;0;0;"d";"d";0;"charles_najera";"not_applicable";0;"transient";1;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
68;138;0;4;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"d";"d";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;4;2016-10-26;2016.81693989071;0;0;51.6020258318121
68;138;0;4;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"d";"d";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
58;138;0;4;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
94;45;1;4;2;0;0;"bed_and_breakfast";"deu";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
38;5;1;4;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
145;22;1;4;2;1;1;"bed_and_breakfast";"fra";"online_travel_agent";"ta_to";0;0;0;"g";"g";1;"devin_rivera_borrego";"not_applicable";0;"transient";1;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
46.98;160;2;4;2;0;0;"bed_and_breakfast";"gbr";"direct";"direct";0;0;0;"d";"d";0;"alexander_drake";"not_applicable";0;"transient";0;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
38.46;137;2;5;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"charles_najera";"not_applicable";0;"transient";0;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
49.94;149;2;5;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;2;2016-10-26;2016.81693989071;0;0;51.6020258318121
43.89;46;2;5;2;0;0;"bed_and_breakfast";"gbr";"direct";"direct";0;0;0;"a";"a";0;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
60.71;54;2;6;2;0;0;"bed_and_breakfast";"irl";"direct";"direct";0;0;0;"d";"d";0;"alexander_drake";"not_applicable";0;"transient_party";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
60.71;54;2;6;2;0;0;"bed_and_breakfast";"irl";"direct";"direct";0;0;0;"d";"d";0;"alexander_drake";"not_applicable";0;"transient_party";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
62.71;54;2;6;2;0;0;"bed_and_breakfast";"irl";"direct";"direct";0;0;0;"d";"d";0;"alexander_drake";"not_applicable";0;"transient_party";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
49.7;62;2;8;2;0;0;"breakfast_and_one_other_meal";"deu";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"karli_vasquez";"not_applicable";0;"transient";0;0;2016-10-26;2016.81693989071;0;0;51.6020258318121
90.96;19;2;8;2;0;0;"bed_and_breakfast";"gbr";"direct";"direct";0;0;0;"c";"c";0;"alexander_drake";"not_applicable";0;"transient";0;1;2016-10-26;2016.81693989071;0;0;51.6020258318121
44;5;2;3;2;0;0;"bed_and_breakfast";"null";"direct";"direct";0;0;1;"a";"a";0;"not_applicable";"not_applicable";0;"transient";1;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
39;13;0;1;1;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";1;0;2;"a";"a";0;"mason_lovern";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
45;3;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";1;0;7;"a";"a";0;"not_applicable";"hernandez_and_company";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
39;13;0;1;1;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";1;0;1;"a";"a";0;"mason_lovern";"not_applicable";0;"group";1;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
51.29;104;2;5;2;0;0;"bed_and_breakfast";"irl";"offline_travel_agent";"ta_to";0;0;0;"a";"a";1;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
40.8;8;0;1;1;0;0;"bed_and_breakfast";"prt";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"jacob_johnson";"not_applicable";0;"transient_party";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
40.8;8;0;1;1;0;0;"bed_and_breakfast";"prt";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"jacob_johnson";"not_applicable";0;"transient_party";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
45;29;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";0;"not_applicable";"dorsey_inc";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
151;5;0;1;3;0;0;"breakfast_and_one_other_meal";"aut";"direct";"direct";0;0;0;"e";"e";2;"alexander_drake";"not_applicable";0;"transient";1;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
61;3;0;1;1;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";1;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
58.8;0;0;1;1;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"g";0;"lia_nauth";"not_applicable";0;"transient";1;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
58.8;0;0;1;1;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"lia_nauth";"not_applicable";0;"transient";1;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
42;2;0;1;1;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";0;"not_applicable";"mcelroy_inc";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
96;0;0;1;2;0;0;"bed_and_breakfast";"cze";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
105.75;21;0;1;2;0;0;"bed_and_breakfast";"chn";"online_travel_agent";"ta_to";0;0;0;"f";"f";0;"jawaad_el_shahid";"not_applicable";0;"transient";1;2;2016-10-27;2016.81967213115;0;0;50.0289202550122
75;0;0;2;2;0;0;"bed_and_breakfast";"fra";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
90;1;0;2;2;0;0;"bed_and_breakfast";"cn";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
70;1;0;2;2;0;0;"bed_and_breakfast";"irl";"direct";"direct";0;0;0;"a";"a";0;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
63;16;0;3;2;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";2;"not_applicable";"owusu_and_company";0;"transient_party";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
122.67;17;0;3;2;0;0;"breakfast_and_one_other_meal";"esp";"online_travel_agent";"ta_to";0;0;0;"d";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;2;2016-10-27;2016.81967213115;0;0;50.0289202550122
51.2;28;0;3;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"a";"a";0;"charles_najera";"not_applicable";0;"transient";0;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
136.67;19;0;3;3;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"e";"e";0;"alexander_drake";"not_applicable";0;"transient";0;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
74;92;1;3;1;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient_party";0;2;2016-10-27;2016.81967213115;0;0;50.0289202550122
74;92;1;3;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"e";"e";0;"devin_rivera_borrego";"not_applicable";0;"transient_party";0;2;2016-10-27;2016.81967213115;0;0;50.0289202550122
80.5;33;1;3;2;0;0;"bed_and_breakfast";"gbr";"online_travel_agent";"ta_to";0;0;0;"d";"d";0;"devin_rivera_borrego";"not_applicable";0;"transient";1;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
55;36;1;3;3;0;0;"bed_and_breakfast";"fra";"offline_travel_agent";"ta_to";0;0;0;"a";"d";1;"michael_mcdole";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
38;9;1;3;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
79.2;69;1;3;2;0;0;"bed_and_breakfast";"irl";"direct";"direct";0;0;0;"f";"f";0;"alexander_drake";"not_applicable";0;"transient_party";0;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
79.2;69;1;3;2;0;0;"bed_and_breakfast";"irl";"direct";"direct";0;0;0;"f";"f";0;"alexander_drake";"not_applicable";0;"transient_party";0;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
102.93;93;2;4;2;0;0;"breakfast_and_one_other_meal";"aut";"online_travel_agent";"ta_to";0;0;0;"e";"e";2;"devin_rivera_borrego";"not_applicable";0;"transient";1;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
139.05;195;2;4;2;2;0;"breakfast_and_one_other_meal";"gbr";"direct";"direct";0;0;0;"g";"g";1;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
55.1;33;2;5;2;0;0;"bed_and_breakfast";"irl";"online_travel_agent";"ta_to";0;0;0;"d";"d";0;"dominic_carruthers";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
91.85;32;2;5;2;0;0;"bed_and_breakfast";"fra";"direct";"direct";0;0;0;"f";"f";0;"alexander_drake";"not_applicable";0;"transient";1;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
54;35;2;5;3;0;0;"bed_and_breakfast";"fra";"offline_travel_agent";"ta_to";0;0;0;"a";"e";1;"michael_mcdole";"not_applicable";0;"transient";0;0;2016-10-27;2016.81967213115;0;0;50.0289202550122
44.28;111;2;8;2;0;0;"bed_and_breakfast";"irl";"online_travel_agent";"ta_to";0;0;0;"a";"c";1;"devin_rivera_borrego";"not_applicable";0;"transient";0;1;2016-10-27;2016.81967213115;0;0;50.0289202550122
68;14;0;2;3;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";2;"not_applicable";"not_applicable";0;"transient";0;1;2016-10-28;2016.82240437158;0;0;48.7333101756988
44;16;0;2;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";1;"not_applicable";"not_applicable";0;"transient_party";1;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
38;4;0;2;2;0;0;"bed_and_breakfast";"null";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
38;17;2;2;2;0;0;"bed_and_breakfast";"prt";"groups";"direct";0;0;1;"a";"a";1;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
39.7;288;2;2;1;0;0;"bed_and_breakfast";"prt";"online_travel_agent";"direct";1;1;8;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;4;2016-10-28;2016.82240437158;0;0;48.7333101756988
54.9;4;0;1;1;0;0;"bed_and_breakfast";"prt";"direct";"direct";1;0;8;"a";"a";0;"not_applicable";"boyd_and_company";0;"transient";0;1;2016-10-28;2016.82240437158;0;0;48.7333101756988
73;0;0;1;2;0;0;"bed_and_breakfast";"prt";"online_travel_agent";"ta_to";1;0;1;"d";"d";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
47;31;0;2;2;0;0;"bed_and_breakfast";"prt";"offline_travel_agent";"ta_to";0;0;0;"a";"a";0;"javkhlan_khan";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
78;0;0;1;2;0;0;"bed_and_breakfast";"irl";"direct";"direct";1;0;0;"d";"d";0;"not_applicable";"not_applicable";0;"transient";0;1;2016-10-28;2016.82240437158;0;0;48.7333101756988
57;3;0;1;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
95;27;0;1;2;0;0;"bed_and_breakfast";"prt";"online_travel_agent";"ta_to";0;0;0;"a";"e";1;"devin_rivera_borrego";"not_applicable";0;"transient";0;2;2016-10-28;2016.82240437158;0;0;48.7333101756988
68;0;0;1;2;0;0;"bed_and_breakfast";"esp";"direct";"direct";0;0;0;"d";"d";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
85;0;0;1;1;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"e";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
85;0;0;1;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"e";"e";0;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
36;14;0;2;1;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";1;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
51;38;0;2;2;0;0;"bed_and_breakfast";"nld";"corporate";"corporate";0;0;0;"f";"f";2;"not_applicable";"wise_pbc";0;"transient";1;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
63;17;0;2;2;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";2;"not_applicable";"owusu_and_company";0;"transient_party";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
70;47;0;2;2;0;0;"bed_and_breakfast";"esp";"online_travel_agent";"ta_to";0;0;0;"a";"d";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
63;17;0;2;2;0;0;"bed_and_breakfast";"prt";"corporate";"corporate";0;0;0;"a";"a";2;"not_applicable";"owusu_and_company";0;"transient_party";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
78;35;0;2;2;0;0;"breakfast_and_one_other_meal";"esp";"online_travel_agent";"ta_to";0;0;0;"a";"b";1;"jacob_johnson";"not_applicable";0;"transient";1;2;2016-10-28;2016.82240437158;0;0;48.7333101756988
52;146;0;2;2;0;0;"bed_and_breakfast";"prt";"groups";"direct";0;0;0;"d";"d";3;"not_applicable";"not_applicable";142;"transient_party";1;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
58.5;55;0;2;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"c";0;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
38;4;0;2;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
44;10;0;2;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";1;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
44;17;0;2;2;0;0;"bed_and_breakfast";"cn";"groups";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";1;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
38;8;0;2;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
145;20;0;2;3;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"h";"h";0;"alexander_drake";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
120;13;0;2;2;0;0;"breakfast_and_one_other_meal";"prt";"online_travel_agent";"ta_to";0;0;0;"d";"d";0;"devin_rivera_borrego";"not_applicable";0;"transient";0;1;2016-10-28;2016.82240437158;0;0;48.7333101756988
38;7;0;2;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"a";0;"not_applicable";"not_applicable";0;"transient";0;1;2016-10-28;2016.82240437158;0;0;48.7333101756988
93;129;1;2;2;0;0;"breakfast_and_one_other_meal";"gbr";"offline_travel_agent";"ta_to";0;0;0;"e";"e";0;"carlos_bryant";"not_applicable";0;"transient";0;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
44;11;1;2;2;0;0;"bed_and_breakfast";"prt";"direct";"direct";0;0;0;"a";"c";0;"not_applicable";"not_applicable";0;"transient";1;0;2016-10-28;2016.82240437158;0;0;48.7333101756988
