,Teks_Clean,Teks_Clean2,Tokeniz,baku_text,stemmed_content,label
1322,hasil ngobrol  ganjar tuh bermanfaat bgt beliau mendorong bm bgt ekonomi kreatif deeptalkganjar,hasil ngobrol bermanfaat bgt mendorong bm bgt ekonomi kreatif deeptalkganjar,"['hasil', 'ngobrol', 'bermanfaat', 'bgt', 'mendorong', 'bm', 'bgt', 'ekonomi', 'kreatif', 'deeptalkganjar']","['hasil', 'mengobrol', 'bermanfaat', 'banget', 'mendorong', 'bm', 'banget', 'ekonomi', 'kreatif', 'deeptalkganjar']",hasil obrol manfaat banget dorong bm banget ekonomi kreatif deeptalkganjar,Ekonomi
1323,ganjar pranowo prof mahfud ganjar bersama rakyat memimpin dengan hati kepedulian dan empati terhadap penderitaan rakyatnya menjadi dasar dari setiap  jnk ganjarmahfudrebound ganjarpranowopilihanumat tabrakprof,rakyat memimpin hati kepedulian empati penderitaan rakyatnya dasar tabrakprof,"['rakyat', 'memimpin', 'hati', 'kepedulian', 'empati', 'penderitaan', 'rakyatnya', 'dasar', 'tabrakprof']","['rakyat', 'memimpin', 'hati', 'kepedulian', 'empati', 'penderitaan', 'rakyatnya', 'dasar', 'tabrakprof']",rakyat pimpin hati peduli empati derita rakyat dasar tabrakprof,Politik
1325,guna rebut suara rakyat anies utamakan dialog,rebut suara rakyat utamakan dialog,"['rebut', 'suara', 'rakyat', 'utamakan', 'dialog']","['rebut', 'suara', 'rakyat', 'utamakan', 'dialog']",rebut suara rakyat utama dialog,Politik
1326,rt sby ajak kader menangkan prabowo agar demokrat masuk pemerintahan,sby kader menangkan demokrat masuk pemerintahan,"['sby', 'kader', 'menangkan', 'demokrat', 'masuk', 'pemerintahan']","['surabaya', 'kader', 'menangkan', 'demokrat', 'masuk', 'pemerintahan']",surabaya kader menang demokrat masuk perintah,Politik
1328,di tengah hutan jati cilacap sampai hutan mangrove banyuwangi petani percaya pak anies dapat menjaga kelestarian alam,hutan jati cilacap hutan mangrove banyuwangi petani percaya menjaga kelestarian alam,"['hutan', 'jati', 'cilacap', 'hutan', 'mangrove', 'banyuwangi', 'petani', 'percaya', 'menjaga', 'kelestarian', 'alam']","['hutan', 'jati', 'cilacap', 'hutan', 'mangrove', 'banyuwangi', 'petani', 'percaya', 'menjaga', 'kelestarian', 'alam']",hutan jati cilacap hutan mangrove banyuwangi tani percaya jaga lestari alam,Sumber Daya Alam
1329,rt terduga oknum yg ngomong bngst ke pa anies  pilihan yang tepat untuk masa depan indonesia,terduga oknum ngomong bngst pa pilihan,"['terduga', 'oknum', 'ngomong', 'bngst', 'pa', 'pilihan']","['terduga', 'oknum', 'mengomong', 'bngst', 'apa', 'pilihan']",duga oknum omong bngst apa pilih,Politik
1330,masyarakat jadi lebih leluasa menyampaikan keluhan ganjar  solusi dialogganjar,masyarakat leluasa keluhan solusi dialogganjar,"['masyarakat', 'leluasa', 'keluhan', 'solusi', 'dialogganjar']","['masyarakat', 'leluasa', 'keluhan', 'solusi', 'dialogganjar']",masyarakat leluasa keluh solusi dialogganjar,Politik
1331,capres cawapres ganjar pranowo  mahfud md  mahfud md benerbener perhatian sama pendidikan dia bakal ajak perguruan tinggi buat program edukatif yang keren ganjarmahfudrebound ganjarpranowopilihanumat jnk,benerbener perhatian pendidikan perguruan edukatif keren,"['benerbener', 'perhatian', 'pendidikan', 'perguruan', 'edukatif', 'keren']","['benerbener', 'perhatian', 'pendidikan', 'perguruan', 'edukatif', 'keren']",benerbener perhati didik guru edukatif keren,Politik
1332,rt soal lahan  ribu hektare prabowo jk kalau anies diperiksa bawaslu minta kesaksian jokowi saja,lahan ribu hektare jk diperiksa bawaslu kesaksian,"['lahan', 'ribu', 'hektare', 'jk', 'diperiksa', 'bawaslu', 'kesaksian']","['lahan', 'ribu', 'hektare', 'jika', 'diperiksa', 'bawaslu', 'kesaksian']",lahan ribu hektare jika periksa bawaslu saksi,Politik
1333,rt  minusnya prabowo  terduga pelanggar ham berat  proyek food estate gagal  emotional management gak bagus  skill problem solving kalah dari anies dan ganjar  gak bisa jadi pendengar yg baik  diktator  cawapresnya hasil praktik nepotisme tambahin aja dah,minusnya terduga pelanggar ham berat proyek food estate gagal emotional management gak bagus skill problem solving kalah gak pendengar diktator cawapresnya hasil praktik nepotisme tambahin aja dah,"['minusnya', 'terduga', 'pelanggar', 'ham', 'berat', 'proyek', 'food', 'estate', 'gagal', 'emotional', 'management', 'gak', 'bagus', 'skill', 'problem', 'solving', 'kalah', 'gak', 'pendengar', 'diktator', 'cawapresnya', 'hasil', 'praktik', 'nepotisme', 'tambahin', 'aja', 'dah']","['minusnya', 'terduga', 'pelanggar', 'ham', 'berat', 'proyek', 'food', 'estate', 'gagal', 'emotional', 'management', 'enggak', 'bagus', 'skill', 'problem', 'solving', 'kalah', 'enggak', 'pendengar', 'diktator', 'cawapresnya', 'hasil', 'praktik', 'nepotisme', 'tambahkan', 'saja', 'deh']",minus duga langgar ham berat proyek food estate gagal emotional management enggak bagus skill problem solving kalah enggak dengar diktator cawapresnya hasil praktik nepotisme tambah saja deh,Politik
1334,rt netizen geger haikal hassan gunakan politik identitas untuk menjatuhkan pendukung anies dengan mengaku ditolak dilarang masuk masjid warganet  sebutkan masjidnya masjid mana yang melarang jangan membuat fitnah yang laknat dan terkutuk,netizen geger haikal hassan politik identitas menjatuhkan pendukung mengaku ditolak dilarang masuk masjid warganet sebutkan masjidnya masjid melarang fitnah laknat terkutuk,"['netizen', 'geger', 'haikal', 'hassan', 'politik', 'identitas', 'menjatuhkan', 'pendukung', 'mengaku', 'ditolak', 'dilarang', 'masuk', 'masjid', 'warganet', 'sebutkan', 'masjidnya', 'masjid', 'melarang', 'fitnah', 'laknat', 'terkutuk']","['netizen', 'geger', 'haikal', 'hassan', 'politik', 'identitas', 'menjatuhkan', 'pendukung', 'mengaku', 'ditolak', 'dilarang', 'masuk', 'masjid', 'warganet', 'sebutkan', 'masjidnya', 'masjid', 'melarang', 'fitnah', 'laknat', 'terkutuk']",netizen geger haikal hassan politik identitas jatuh dukung aku tolak larang masuk masjid warganet sebut masjid masjid larang fitnah laknat kutuk,Politik
1335,dedikasi prabowo untuk kemajuan indonesia adalah bukti nyata dari keberpihakannya pada rakyat  buktinyata tiadahenti,dedikasi kemajuan bukti nyata keberpihakannya rakyat buktinyata tiadahenti,"['dedikasi', 'kemajuan', 'bukti', 'nyata', 'keberpihakannya', 'rakyat', 'buktinyata', 'tiadahenti']","['dedikasi', 'kemajuan', 'bukti', 'nyata', 'keberpihakannya', 'rakyat', 'buktinyata', 'tiadahenti']",dedikasi maju bukti nyata pihak rakyat buktinyata tiadahenti,Politik
1336,rt gerak jalan sabtu biru ceria jadi dukungan warga kabupaten malang menangkan prabowogibran    indonesiakuatindonesiamaju,gerak jalan sabtu biru ceria dukungan warga kabupaten malang menangkan,"['gerak', 'jalan', 'sabtu', 'biru', 'ceria', 'dukungan', 'warga', 'kabupaten', 'malang', 'menangkan']","['gerak', 'jalan', 'sabtu', 'biru', 'ceria', 'dukungan', 'warga', 'kabupaten', 'malang', 'menangkan']",gerak jalan sabtu biru ceria dukung warga kabupaten malang menang,Politik
1337,calon presiden ri no urut  ganjar pranowo memastikan bahwa konstitusi atau aturan dasar negara kita dihormati dan ditegakkanjnk ganjarmahfudrebound ganjarpranowopilihanumat,konstitusi aturan dasar negara dihormati ditegakkanjnk,"['konstitusi', 'aturan', 'dasar', 'negara', 'dihormati', 'ditegakkanjnk']","['konstitusi', 'aturan', 'dasar', 'negara', 'dihormati', 'ditegakkanjnk']",konstitusi atur dasar negara hormat ditegakkanjnk,Ideologi
1339,calon presiden ri ganjar pranowo percaya bersama mahfud md regulasi hukum investor akan semakin bersahabat dan nggak rumit ganjarpranowopilihanumat ganjarmahfudrebound jnk,percaya regulasi hukum investor bersahabat nggak rumit,"['percaya', 'regulasi', 'hukum', 'investor', 'bersahabat', 'nggak', 'rumit']","['percaya', 'regulasi', 'hukum', 'investor', 'bersahabat', 'enggak', 'rumit']",percaya regulasi hukum investor sahabat enggak rumit,Politik
1340,rt masih ingat video ini enggak entah kenapa meskipun berulang kali menonton video ini emosi saya ttp saja naik dan dari sinilah kedengkian jokowi kepada pak anies terlihat oleh publik kebenaranpastimenang,video berulang kali menonton video emosi ttp kedengkian publik,"['video', 'berulang', 'kali', 'menonton', 'video', 'emosi', 'ttp', 'kedengkian', 'publik']","['video', 'berulang', 'kali', 'menonton', 'video', 'emosi', 'tetap', 'kedengkian', 'publik']",video ulang kali tonton video emosi tetap dengki publik,Politik
1341,brodi setiap baliho atau spanduk caleg psi kenapa jarang ada yang mencantumkan photo prabowo,brodi baliho spanduk caleg psi jarang mencantumkan photo,"['brodi', 'baliho', 'spanduk', 'caleg', 'psi', 'jarang', 'mencantumkan', 'photo']","['brodi', 'baliho', 'spanduk', 'caleg', 'psi', 'jarang', 'mencantumkan', 'photo']",brodi baliho spanduk caleg psi jarang cantum photo,Politik
1342,ainunnajib lebih tegang kali lg nembak pemerintah jokowi mulu ganjar malah kg mode cari aman mahfud hebat     happy new year,ainunnajib tegang kali lg nembak pemerintah mulu kg mode cari aman hebat happy year,"['ainunnajib', 'tegang', 'kali', 'lg', 'nembak', 'pemerintah', 'mulu', 'kg', 'mode', 'cari', 'aman', 'hebat', 'happy', 'year']","['ainunnajib', 'tegang', 'kali', 'lagi', 'menembak', 'pemerintah', 'mulu', 'kg', 'mode', 'cari', 'aman', 'hebat', 'happy', 'year']",ainunnajib tegang kali lagi tembak perintah mulu kg mode cari aman hebat happy year,Politik
1344,rt pak anies bahas gaza di desakanies gorontalo kata beliau gaza itu tidak lemah yang terjadi di sana itu pendudukan praktek aparheid dan penindasan justru kita di sini yang harus belajar dari  di gaza mereka selama ini tetap berjuang dan berjihad,bahas gorontalo lemah pendudukan praktek aparheid penindasan belajar berjuang berjihad,"['bahas', 'gorontalo', 'lemah', 'pendudukan', 'praktek', 'aparheid', 'penindasan', 'belajar', 'berjuang', 'berjihad']","['bahas', 'gorontalo', 'lemah', 'pendudukan', 'praktek', 'aparheid', 'penindasan', 'belajar', 'berjuang', 'berjihad']",bahas gorontalo lemah duduk praktek aparheid tindas ajar juang jihad,Politik
1345,keyakinan jabar prabowo adalah pemenang tanpa perlu putaran kedua  berbuatbaik untukmasyarakat,keyakinan jabar pemenang putaran berbuatbaik untukmasyarakat,"['keyakinan', 'jabar', 'pemenang', 'putaran', 'berbuatbaik', 'untukmasyarakat']","['keyakinan', 'jabar', 'pemenang', 'putaran', 'berbuatbaik', 'untukmasyarakat']",yakin jabar menang putar berbuatbaik untukmasyarakat,Ideologi
1346,pilih yang udah membuktikan bukan yang cuma berjanji manis duet calon no  ganjar pranowo  mahfud md capres dengan rekam jejak positif ganjarmahfudrebound ganjarpranowopilihanumat jnk,pilih udah membuktikan berjanji manis duet rekam jejak positif,"['pilih', 'udah', 'membuktikan', 'berjanji', 'manis', 'duet', 'rekam', 'jejak', 'positif']","['pilih', 'sudah', 'membuktikan', 'berjanji', 'manis', 'duet', 'rekam', 'jejak', 'positif']",pilih sudah bukti janji manis duet rekam jejak positif,Politik
1347,gue suka deh sama prinsip dan kejujuran pasangan ganjar pranowo dan mahfud md buat jadi pemimpin yang jujur bro ganjarpranowopilihanumat jnk ganjarmahfudrebound,suka prinsip kejujuran pasangan pemimpin jujur bro,"['suka', 'prinsip', 'kejujuran', 'pasangan', 'pemimpin', 'jujur', 'bro']","['suka', 'prinsip', 'kejujuran', 'pasangan', 'pemimpin', 'jujur', 'bro']",suka prinsip jujur pasang pimpin jujur bro,Ideologi
1348,cukup liat track recordnya ganjar pranowo dan mahfud md udah yakin banget deh ganjar pranowo dan mahfud mdmahfudrebound ganjar pranowo dan mahfud mdpranowopilihanumat jnk,liat track recordnya udah mdmahfudrebound,"['liat', 'track', 'recordnya', 'udah', 'mdmahfudrebound']","['lihat', 'track', 'recordnya', 'sudah', 'mdmahfudrebound']",lihat track recordnya sudah mdmahfudrebound,Ideologi
1349,rt pura pura buat dukung anies padahal buat ngejatuhin anies bener bener halus banget mainnya,pura pura ngejatuhin bener bener halus mainnya,"['pura', 'pura', 'ngejatuhin', 'bener', 'bener', 'halus', 'mainnya']","['pura', 'pura', 'manjatuhkan', 'benar', 'benar', 'halus', 'mainnya']",pura pura manjatuhkan benar benar halus main,Demografi
1351,supremasi sipil tentara balik ke barak menolak tentara polisi eks tentara dan eks polisi menduduki jabatan sipil,supremasi sipil tentara barak menolak tentara polisi eks tentara eks polisi menduduki jabatan sipil,"['supremasi', 'sipil', 'tentara', 'barak', 'menolak', 'tentara', 'polisi', 'eks', 'tentara', 'eks', 'polisi', 'menduduki', 'jabatan', 'sipil']","['supremasi', 'sipil', 'tentara', 'barak', 'menolak', 'tentara', 'polisi', 'eks', 'tentara', 'eks', 'polisi', 'menduduki', 'jabatan', 'sipil']",supremasi sipil tentara barak tolak tentara polisi eks tentara eks polisi duduk jabat sipil,Pertahanan dan Keamanan
1352,paslon ganjar pranowo  mahfud md mendorong legislasi yang menetapkan penempatan minimal satu psikolog di setiap puskesmas seluruh indonesia untuk memperkuat upaya penanganan kesehatan mentalganjarmahfudrebound jnk,mendorong legislasi menetapkan penempatan minimal psikolog puskesmas memperkuat upaya penanganan kesehatan,"['mendorong', 'legislasi', 'menetapkan', 'penempatan', 'minimal', 'psikolog', 'puskesmas', 'memperkuat', 'upaya', 'penanganan', 'kesehatan']","['mendorong', 'legislasi', 'menetapkan', 'penempatan', 'minimal', 'psikolog', 'puskesmas', 'memperkuat', 'upaya', 'penanganan', 'kesehatan']",dorong legislasi tetap tempat minimal psikolog puskesmas kuat upaya tangan sehat,Sosial Budaya
1353,inisiatif kesejahteraan petani ganjarmahfud mengoptimalkan produksi pertanian dan memberikan dukungan kepada para petani arsjadrasjid tpnganjarmahfud inklusifkolaboratif,inisiatif kesejahteraan petani mengoptimalkan produksi pertanian dukungan petani arsjadrasjid inklusifkolaboratif,"['inisiatif', 'kesejahteraan', 'petani', 'mengoptimalkan', 'produksi', 'pertanian', 'dukungan', 'petani', 'arsjadrasjid', 'inklusifkolaboratif']","['inisiatif', 'kesejahteraan', 'petani', 'mengoptimalkan', 'produksi', 'pertanian', 'dukungan', 'petani', 'arsjadrasjid', 'inklusifkolaboratif']",inisiatif sejahtera tani optimal produksi tani dukung tani arsjadrasjid inklusifkolaboratif,Ekonomi
1354,rt    kalimat ini seolah bijak tapi tidak tepat rival politik biarlah jadi oposisi jangan diajak masuk kekuasaan namun kemudian disandera dengan aneka kepentingan sudah lelah kita melihat oposisi yang lemah keseimbangan itu penting,kalimat bijak rival politik biarlah oposisi diajak masuk kekuasaan disandera aneka kepentingan lelah oposisi lemah keseimbangan,"['kalimat', 'bijak', 'rival', 'politik', 'biarlah', 'oposisi', 'diajak', 'masuk', 'kekuasaan', 'disandera', 'aneka', 'kepentingan', 'lelah', 'oposisi', 'lemah', 'keseimbangan']","['kalimat', 'bijak', 'rival', 'politik', 'biarlah', 'oposisi', 'diajak', 'masuk', 'kekuasaan', 'disandera', 'aneka', 'kepentingan', 'lelah', 'oposisi', 'lemah', 'keseimbangan']",kalimat bijak rival politik biar oposisi ajak masuk kuasa sandera aneka penting lelah oposisi lemah imbang,Politik
1355,ganjar mendapat dukungan besar dari pengusaha yang tergabung dalam kadin dipercaya bisa memperjuangkan kepastian hukum dan regulasi perizinan berusaha dan menaikkan pertumbuhan ekonomi bersama para pengusaha demi indonesia emas rakyat  ganjar ganjarpilihanrakyat,dukungan pengusaha tergabung kadin dipercaya memperjuangkan kepastian hukum regulasi perizinan berusaha menaikkan pertumbuhan ekonomi pengusaha emas rakyat ganjarpilihanrakyat,"['dukungan', 'pengusaha', 'tergabung', 'kadin', 'dipercaya', 'memperjuangkan', 'kepastian', 'hukum', 'regulasi', 'perizinan', 'berusaha', 'menaikkan', 'pertumbuhan', 'ekonomi', 'pengusaha', 'emas', 'rakyat', 'ganjarpilihanrakyat']","['dukungan', 'pengusaha', 'tergabung', 'kadin', 'dipercaya', 'memperjuangkan', 'kepastian', 'hukum', 'regulasi', 'perizinan', 'berusaha', 'menaikkan', 'pertumbuhan', 'ekonomi', 'pengusaha', 'emas', 'rakyat', 'ganjarpilihanrakyat']",dukung usaha gabung kadin percaya juang pasti hukum regulasi izin usaha naik tumbuh ekonomi usaha emas rakyat ganjarpilihanrakyat,Ekonomi
1356,rt janji pak anies pada masyarakat sumatera barat  membangun stadion sepak bola bertarap internasional di sumatera barat jika nanti terpilih menjadi presiden tapi rumputnya jangan diganti ya,masyarakat membangun stadion sepak bola bertarap internasional terpilih rumputnya diganti,"['masyarakat', 'membangun', 'stadion', 'sepak', 'bola', 'bertarap', 'internasional', 'terpilih', 'rumputnya', 'diganti']","['masyarakat', 'membangun', 'stadion', 'sepak', 'bola', 'bertarap', 'internasional', 'terpilih', 'rumputnya', 'diganti']",masyarakat bangun stadion sepak bola tarap internasional pilih rumput ganti,Sumber Daya Alam
1357,rt pak anies menjawab pertanyaan soal menormalisasi hubungan dengan organisasi yang pernah dibubarkan negara seperti hti amp fpi jika jadi presiden aminajadulu,menormalisasi hubungan organisasi dibubarkan negara hti fpi,"['menormalisasi', 'hubungan', 'organisasi', 'dibubarkan', 'negara', 'hti', 'fpi']","['menormalisasi', 'hubungan', 'organisasi', 'dibubarkan', 'negara', 'hti', 'fpi']",normalisasi hubung organisasi bubar negara hti fpi,Politik
1358,rt ganjar pranowo menegaskan tekadnya untuk meningkatkan kesiapan pertahanan indonesia dengan memodernisasi alutsista tni fokus utamanya adalah pada matra darat laut dan udara ganjar menyoroti pentingnya persiapan serius dalam menghadapi tantangan keamanan menggarisbawahi perlunya peningkatan dalam segi teknologi dan kecanggihan alat militer pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar   ganjarsatset mahfudtastes,tekadnya meningkatkan kesiapan pertahanan memodernisasi alutsista tni fokus utamanya matra darat laut udara menyoroti persiapan serius menghadapi tantangan keamanan menggarisbawahi peningkatan segi teknologi kecanggihan alat militer ganjaruntuksemua ganjarsatset mahfudtastes,"['tekadnya', 'meningkatkan', 'kesiapan', 'pertahanan', 'memodernisasi', 'alutsista', 'tni', 'fokus', 'utamanya', 'matra', 'darat', 'laut', 'udara', 'menyoroti', 'persiapan', 'serius', 'menghadapi', 'tantangan', 'keamanan', 'menggarisbawahi', 'peningkatan', 'segi', 'teknologi', 'kecanggihan', 'alat', 'militer', 'ganjaruntuksemua', 'ganjarsatset', 'mahfudtastes']","['tekadnya', 'meningkatkan', 'kesiapan', 'pertahanan', 'memodernisasi', 'alutsista', 'tni', 'fokus', 'utamanya', 'matra', 'darat', 'laut', 'udara', 'menyoroti', 'persiapan', 'serius', 'menghadapi', 'tantangan', 'keamanan', 'menggarisbawahi', 'peningkatan', 'segi', 'teknologi', 'kecanggihan', 'alat', 'militer', 'ganjaruntuksemua', 'ganjarsatset', 'mahfudtastes']",tekad tingkat kesiap tahan modernisasi alutsista tni fokus utama matra darat laut udara sorot siap serius hadap tantang aman menggarisbawahi tingkat segi teknologi canggih alat militer ganjaruntuksemua ganjarsatset mahfudtastes,Pertahanan dan Keamanan
1359,rt barusan ngobrol bareng sama temen gua yang jadi pendukungnya  dia bilang anies jelek jadi gubernur karena ga beneran stop reklamasi pas gua tanya reklamasi yang mana yg lanjut di jakarta dia jawab itu buktinya pik  lanjut terus sampe sekarang mau nangis ‚‚‚,barusan ngobrol bareng temen gua pendukungnya bilang jelek gubernur ga beneran reklamasi gua reklamasi buktinya pik sampe nangis ‚‚‚,"['barusan', 'ngobrol', 'bareng', 'temen', 'gua', 'pendukungnya', 'bilang', 'jelek', 'gubernur', 'ga', 'beneran', 'reklamasi', 'gua', 'reklamasi', 'buktinya', 'pik', 'sampe', 'nangis', '‚‚‚']","['barusan', 'mengobrol', 'bareng', 'teman', 'gua', 'pendukungnya', 'bilang', 'jelek', 'gubernur', 'enggak', 'benaran', 'reklamasi', 'gua', 'reklamasi', 'buktinya', 'pik', 'sampai', 'menangis', '‚‚‚']",barusan obrol bareng teman gua dukung bilang jelek gubernur enggak benar reklamasi gua reklamasi bukti pik sampai menang ,Politik
1360,optimis duo bapak bangsa ganjar pranowo prof mahfud buka pintu sukses dengan kredit  untuk koprasi dan umkm wujudkan impian bisnismuganjarmahfud taat hukum jnk ganjarmahfudrebound ganjarpranowopilihanumat,optimis duo bangsa pintu sukses kredit koprasi umkm wujudkan impian taat hukum,"['optimis', 'duo', 'bangsa', 'pintu', 'sukses', 'kredit', 'koprasi', 'umkm', 'wujudkan', 'impian', 'taat', 'hukum']","['optimis', 'duo', 'bangsa', 'pintu', 'sukses', 'kredit', 'koprasi', 'umkm', 'wujudkan', 'impian', 'taat', 'hukum']",optimis duo bangsa pintu sukses kredit koprasi umkm wujud impi taat hukum,Politik
1361,ganjar pranowo prof mahfud md ganjar presiden rakyat yang punya style dan visi yang oke banget ayo dukung  jnk ganjarmahfudrebound ganjarpranowopilihanumat,rakyat style visi ayo,"['rakyat', 'style', 'visi', 'ayo']","['rakyat', 'style', 'visi', 'ayo']",rakyat style visi ayo,Politik
1362,rt orang papua berharap pak anies jadi presiden,berharap,['berharap'],['berharap'],harap,Sosial Budaya
1363,rt aku minoritas dan mengakui sempat gedeg dgn apa yg terjadi  lalutapi setelah menyadari dan menganalisis bahwa dki dibawa kepimpinan pak anies tidak melibatkan kelompok islam yg menjadi alat kampanye pak anies aku terbuka bahwa sebenarnya tidak se ekstrem itu cont,minoritas mengakui gedeg lalutapi menyadari menganalisis dibawa kepimpinan melibatkan kelompok islam alat kampanye terbuka ekstrem cont,"['minoritas', 'mengakui', 'gedeg', 'lalutapi', 'menyadari', 'menganalisis', 'dibawa', 'kepimpinan', 'melibatkan', 'kelompok', 'islam', 'alat', 'kampanye', 'terbuka', 'ekstrem', 'cont']","['minoritas', 'mengakui', 'gedek', 'lalutapi', 'menyadari', 'menganalisis', 'dibawa', 'kepimpinan', 'melibatkan', 'kelompok', 'islam', 'alat', 'kampanye', 'terbuka', 'ekstrem', 'cont']",minoritas aku gedek lalutapi sadar analis bawa pimpin libat kelompok islam alat kampanye buka ekstrem cont,Politik
1364,selain itu ganjar juga dinilai arsjad sebagai sosok pemimpin yang memiliki ketulusan hati visi mulia dan tekad yang kuat untuk mewujudkan indonesia unggul dan berdaulat arsjadrasjid tpnganjarmahfud inklusifkolaboratif,dinilai arsjad pemimpin memiliki ketulusan hati visi mulia tekad kuat mewujudkan unggul berdaulat arsjadrasjid inklusifkolaboratif,"['dinilai', 'arsjad', 'pemimpin', 'memiliki', 'ketulusan', 'hati', 'visi', 'mulia', 'tekad', 'kuat', 'mewujudkan', 'unggul', 'berdaulat', 'arsjadrasjid', 'inklusifkolaboratif']","['dinilai', 'arsjad', 'pemimpin', 'memiliki', 'ketulusan', 'hati', 'visi', 'mulia', 'tekad', 'kuat', 'mewujudkan', 'unggul', 'berdaulat', 'arsjadrasjid', 'inklusifkolaboratif']",nilai arsjad pimpin milik tulus hati visi mulia tekad kuat wujud unggul daulat arsjadrasjid inklusifkolaboratif,Politik
1366,rt elektabilitas prabowogibran tembus  persen lebih di beberapa survei ada kemungkinan pemilihan presiden  berlangsung dalam satu putaran,elektabilitas tembus persen survei pemilihan putaran,"['elektabilitas', 'tembus', 'persen', 'survei', 'pemilihan', 'putaran']","['elektabilitas', 'tembus', 'persen', 'survei', 'pemilihan', 'putaran']",elektabilitas tembus persen survei pilih putar,Politik
1367,kami harap kedepan akan ada semakin banyak tokoh yang bergabung agar misi prabowogibran menang besar  di jawa barat dapat terwujud dia menandasi prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,kedepan tokoh bergabung misi terwujud menandasi bersamaindonesiamaju,"['kedepan', 'tokoh', 'bergabung', 'misi', 'terwujud', 'menandasi', 'bersamaindonesiamaju']","['kedepan', 'tokoh', 'bergabung', 'misi', 'terwujud', 'menandasi', 'bersamaindonesiamaju']",depan tokoh gabung misi wujud tandas bersamaindonesiamaju,Politik
1368,menurut capres no  anies baswedan food estate singkong yang menguntungkan kroni merusak lingkungan dan tidak menghasilkan ini harus diubah rezimperusaklingkungan aminajadulu,food estate singkong menguntungkan kroni merusak lingkungan menghasilkan diubah rezimperusaklingkungan,"['food', 'estate', 'singkong', 'menguntungkan', 'kroni', 'merusak', 'lingkungan', 'menghasilkan', 'diubah', 'rezimperusaklingkungan']","['food', 'estate', 'singkong', 'menguntungkan', 'kroni', 'merusak', 'lingkungan', 'menghasilkan', 'diubah', 'rezimperusaklingkungan']",food estate singkong untung kroni rusak lingkung hasil ubah rezimperusaklingkungan,Pertahanan dan Keamanan
1369,rt cebong nanya program dp  di bilang ngibul ga bisa kerjalah gada prestasilah dalam janji politik pak anies sebanyak  saat mjd goodbener dkj semua ditunaikan salah satunya rumah dp  insyaallahaniespresiden ,cebong nanya dp bilang ngibul ga kerjalah gada prestasilah politik mjd goodbener dkj ditunaikan satunya rumah dp ,"['cebong', 'nanya', 'dp', 'bilang', 'ngibul', 'ga', 'kerjalah', 'gada', 'prestasilah', 'politik', 'mjd', 'goodbener', 'dkj', 'ditunaikan', 'satunya', 'rumah', 'dp', '\x8f']","['cebong', 'tanya', 'dp', 'bilang', 'ngibul', 'enggak', 'kerjalah', 'enggak ada', 'prestasilah', 'politik', 'mjd', 'goodbener', 'dkj', 'ditunaikan', 'satunya', 'rumah', 'dp', '\x8f']",cebong tanya dp bilang ngibul enggak kerja enggak ada prestasi politik mjd goodbener dkj tunai satu rumah dp ,Politik
1370,rt  yg menikmati fasilitas umum serba gratis itu kan menengah bawah bykan kalangan atas jkrta mlh ga tau mknya byk dr mrka anies ga bs krja pbb msh byr  politik identitas pdhl kalangan menengah bwh anies bnern di rangkul krn memanusiakan manusia,menikmati fasilitas serba menengah bykan kalangan jkrta mlh ga mknya byk dr mrka ga bs krja pbb msh byr politik identitas pdhl kalangan menengah bwh bnern rangkul krn memanusiakan manusia,"['menikmati', 'fasilitas', 'serba', 'menengah', 'bykan', 'kalangan', 'jkrta', 'mlh', 'ga', 'mknya', 'byk', 'dr', 'mrka', 'ga', 'bs', 'krja', 'pbb', 'msh', 'byr', 'politik', 'identitas', 'pdhl', 'kalangan', 'menengah', 'bwh', 'bnern', 'rangkul', 'krn', 'memanusiakan', 'manusia']","['menikmati', 'fasilitas', 'serba', 'menengah', 'bykan', 'kalangan', 'jakarta', 'malah', 'enggak', 'makanya', 'banyak', 'dari', 'mereka', 'enggak', 'bisa', 'krja', 'pbb', 'masih', 'byr', 'politik', 'identitas', 'padahal', 'kalangan', 'menengah', 'bwh', 'benaran', 'rangkul', 'karena', 'memanusiakan', 'manusia']",nikmat fasilitas serba tengah bykan kalang jakarta malah enggak makanya banyak dari mereka enggak bisa krja pbb masih byr politik identitas padahal kalang tengah bwh benar rangkul karena manusia manusia,Demografi
1371,pasal karet uu ite ganjar bilang stop definisi diperjelas unsur kesengajaan ditambahkan ancaman hukuman dikurangi mari berkreasi bukan bersembunyijnk ganjarmahfudrebound ganjarpranowopilihanumat,pasal karet uu ite bilang definisi diperjelas unsur kesengajaan ancaman hukuman dikurangi mari berkreasi bersembunyijnk,"['pasal', 'karet', 'uu', 'ite', 'bilang', 'definisi', 'diperjelas', 'unsur', 'kesengajaan', 'ancaman', 'hukuman', 'dikurangi', 'mari', 'berkreasi', 'bersembunyijnk']","['pasal', 'karet', 'uu', 'ite', 'bilang', 'definisi', 'diperjelas', 'unsur', 'kesengajaan', 'ancaman', 'hukuman', 'dikurangi', 'mari', 'berkreasi', 'bersembunyijnk']",pasal karet uu ite bilang definisi jelas unsur sengaja ancam hukum rang mari kreasi bersembunyijnk,Politik
